A,Z,nu,E0,ThetaDeg,cross,error,dataSet,normalization,normError,normCross,normCrossError,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),Ex,Ep,Veff,Ffoc2,E0original,Q2,qv2,qv,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Hcc,Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),qvbin,qvcenter,Q2bin,Q2center,W2bin_q2,W2center_q2,nucenter_w2_q2,epcenter_w2_q2,Exbin_q2,Excenter_q2,nucenter_ex_q2,epcenter_ex_q2,W2bin_qv,W2center_qv,nucenter_w2_qv,epcenter_w2_qv,Exbin_qv,Excenter_qv,nucenter_ex_qv,epcenter_ex_qv,RL_q2c_w2,RT_q2c_w2,RL_q2d_w2,RT_q2d_w2,bc_q2_w2,RL_q2c_ex,RT_q2c_ex,RL_q2d_ex,RT_q2d_ex,bc_q2_ex,RL_qvc_w2,RT_qvc_w2,RL_qvd_w2,RT_qvd_w2,bc_qv_w2,RL_qvc_ex,RT_qvc_ex,RL_qvd_ex,RT_qvd_ex,bc_qv_ex
12,6,0.0475,0.20289286884598992,36.0,200300.0,43661.40794,1,0.95971,0.0062926,192229.913,41921.241864196905,0.6283185307179586,0.09549150281252627,0.9045084971874736,0.10557280900008409,0.04681890278882629,0.15539286884598993,0.002892868845989906,1.0291379057139014,0.2,0.012042664493223842,0.014298914493223841,0.11957806861303556,0.9574494930357762,0.7995492170039243,0.004818665706970071,39892767.97557145,9060891.664853394,0.03301367452900766,34.143835142454975,6563466.458920462,1431351.971178121,16.85623913452265,3.6759860453095308,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0,0.0,0.0,0.0,12.0,0.04403820831571362,0.04448551552630585,0.7981288575951627,0.0,0.0,0.0,0.0,14.0,0.04434172891540181,0.04469966147329174,0.791221851960737,0.0,0.0,0.01297593,0.003024868,0.0,0.01115917,0.002304048,0.01304601,0.003063633,1.0,0.0,0.0,0.01297593,0.003024869,0.0,0.00743795,0.0005207021,0.01306522,0.003073244,1.0
12,6,0.011544746,0.0568928688459899,180.0,101.5,766.5107524,22,0.99801,0.041475,101.29801499999999,764.9969789331047,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.011027999588516744,0.0453481228459899,0.002892868845989906,1.1100132117719506,0.054,0.010319939221954967,0.010453220382159482,0.1022409916919798,0.8917005302343611,1.8507968404428383e-33,0.00017261507042571638,586843.401043554,4440578.395093621,1.7117678072344158e-35,110.93276272655159,11237.268662665663,84863.2283505149,0.028859458486198288,0.2179450264211697,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0,0.0,0.0,0.0,0.0,0.01225587798858973,0.012703185199181965,1.844927957217519e-33,0.0,0.0,0.0,0.0,0.0,0.012246141524000616,0.012686249730647248,1.844528136134799e-33,0.0,0.0,0.006905197,0.000515225,1.0,0.0070353,0.001043928,0.006922449,0.0004954513,2.113727080109266,0.0,0.0,0.006905197,0.000515225,1.0,0.006902242,0.001024713,0.00692368,0.0004955452,2.0748773856333225
12,6,0.012546046,0.0568928688459899,180.0,585.5,905.8028188,22,0.99801,0.041475,584.334855,904.3263703711765,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.012029299588516744,0.044346822845989904,0.002892868845989906,1.1100132117719506,0.054,0.01009207190365301,0.010249475173887126,0.10123969169197981,0.893807383062463,1.8459095841551087e-33,0.00020467295872925344,2854968.5245571346,4425610.615216731,1.7117678072344158e-35,111.22646987602653,64993.503147169824,100585.02979218608,0.16691576594408877,0.25832162412071524,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0,0.0,0.0,0.0,0.0,0.01225587798858973,0.012703185199181965,1.844927957217519e-33,0.0,0.0,0.0,0.0,0.0,0.012246141524000616,0.012686249730647248,1.844528136134799e-33,0.0,0.0,0.006967197,0.0009619854,1.0,0.0070353,0.001043928,0.006917733,0.0009268771,1.1268845034311132,0.0,0.0,0.006967197,0.0009619855,1.0,0.006902242,0.001024713,0.006919133,0.0009270672,1.1061554680271148
12,6,0.013572546,0.0568928688459899,180.0,129.0,871.0152844,22,0.99801,0.041475,128.74329,869.2984288209271,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.013055799588516744,0.043320322845989905,0.002892868845989906,1.1100132117719506,0.054,0.009858469784171375,0.010042683789093492,0.10021319169197981,0.8959672596509447,1.8403119140503624e-33,0.00023753765696513042,541991.0747831406,3666851.3764445423,1.7117678072344158e-35,111.5647870278789,14363.217730118451,96983.09407507647,0.03688749448411346,0.24907116322862682,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0,0.0,0.0,0.0,0.0,0.01225587798858973,0.012703185199181965,1.844927957217519e-33,0.0,0.0,0.0,0.0,0.0,0.012246141524000616,0.012686249730647248,1.844528136134799e-33,0.0,0.0,0.008069905,0.001576393,1.0,0.0070353,0.001043928,0.007950351,0.001525624,0.6825509255457151,0.0,0.0,0.008069906,0.001576394,1.0,0.006902242,0.001024713,0.007952033,0.001525976,0.6699782376704818
12,6,0.013994646,0.0568928688459899,180.0,2078.5,1013.914449,22,0.99801,0.041475,2074.363785,1015.5621542633637,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.013477899588516744,0.0428982228459899,0.002892868845989906,1.1100132117719506,0.054,0.009762411864411805,0.00995826198107712,0.0997910916919798,0.8968554076373042,1.837829824602854e-33,0.0002510517233317765,8262694.864112253,4038667.552423311,1.7117678072344158e-35,111.71546135957617,231738.50726887168,113453.99460285674,0.5951488774491128,0.29137159087534087,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0,0.0,0.0,0.0,0.0,0.01225587798858973,0.012703185199181965,1.844927957217519e-33,0.0,0.0,0.0,0.0,1.0,0.015082270973001372,0.015518805535300828,1.829550711386897e-33,0.0,0.0,0.008723603,0.00185432,1.0,0.0070353,0.001043928,0.008582127,0.001798881,0.5780880535518671,0.0,0.0,0.008723604,0.00185432,1.0,0.0115457,0.00288289,0.008583981,0.001799322,1.609459397278969
12,6,0.014499196,0.0568928688459899,180.0,3714.5,1193.782336,22,0.99801,0.041475,3707.1081449999997,1201.3259705128373,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.013982449588516745,0.0423936728459899,0.002892868845989906,1.1100132117719506,0.054,0.009647590676506829,0.009857817361153246,0.09928654169197981,0.8979170401095092,1.8347200965127915e-33,0.0002672055309254559,13873620.550295407,4467655.784913514,1.7117678072344158e-35,111.90481160921068,414843.2385811954,134434.15641149125,1.0653969021751653,0.34525266526502996,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0,0.0,0.0,0.0,1.0,0.015144139352062087,0.01559144656265432,1.8302086007033026e-33,0.0,0.0,0.0,0.0,1.0,0.015082270973001372,0.015518805535300828,1.829550711386897e-33,0.0,0.0,0.009573334,0.002186889,1.0,0.01187249,0.002989479,0.009414177,0.002128187,1.4081695440132949,0.0,0.0,0.009573334,0.002186889,1.0,0.0115457,0.00288289,0.00941629,0.002128753,1.3580887915568194
12,6,0.014956246,0.0568928688459899,180.0,8243.0,1432.46336,22,0.99801,0.041475,8226.59643,1469.922955487739,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.014439499588516744,0.0419366228459899,0.002892868845989906,1.1100132117719506,0.054,0.00954357913368259,0.009767268428095105,0.0988294916919798,0.8988787270016334,1.8317654870343693e-33,0.00028183856582921234,29189037.368949454,5082566.879324952,1.7117678072344158e-35,112.08531234437677,922080.6303876849,164756.77358801267,2.3680796884399165,0.42312695463804173,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0,0.0,0.0,0.0,1.0,0.015144139352062087,0.01559144656265432,1.8302086007033026e-33,0.0,0.0,0.0,0.0,1.0,0.015082270973001372,0.015518805535300828,1.829550711386897e-33,0.0,0.0,0.01035264,0.00247498,1.0,0.01187249,0.002989479,0.01018603,0.002415833,1.2385053238261017,0.0,0.0,0.01035264,0.00247498,1.0,0.0115457,0.00288289,0.01018844,0.002416529,1.1944321392490385
12,6,0.015499296,0.0568928688459899,180.0,13746.0,1433.631761,22,0.99801,0.041475,13718.64546,1540.1816722527083,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.014982549588516744,0.0413935728459899,0.002892868845989906,1.1100132117719506,0.054,0.009419996443975329,0.009660224620470944,0.0982864416919798,0.9000213679966408,1.8280801397663528e-33,0.0002992249997084079,45847256.991791114,4791149.677991684,1.7117678072344158e-35,112.31127251463818,1540758.5287897638,172979.76351442505,3.95696304268267,0.4442451679279099,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0,0.0,0.0,0.0,1.0,0.015144139352062087,0.01559144656265432,1.8302086007033026e-33,0.0,0.0,0.0,0.0,1.0,0.015082270973001372,0.015518805535300828,1.829550711386897e-33,0.0,0.0,0.01123153,0.002785035,1.0,0.01187249,0.002989479,0.01106526,0.002728405,1.0944131655609557,0.0,0.0,0.01123154,0.002785035,1.0,0.0115457,0.00288289,0.0110681,0.002729277,1.0554343756564997
12,6,0.015940246,0.0568928688459899,180.0,12490.0,1415.12408,22,0.99801,0.041475,12465.1449,1504.314265235599,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.015423499588516746,0.040952622845989904,0.002892868845989906,1.1100132117719506,0.054,0.009319648801904773,0.00957374024444529,0.09784549169197981,0.9009491785974113,1.8249443405542536e-33,0.00031334257271094945,39781204.297121726,4516220.275325996,1.7117678072344158e-35,112.5042568112192,1402381.8630186592,169241.7584208463,3.6015852581728516,0.434645254812213,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0,0.0,0.0,0.0,1.0,0.015144139352062087,0.01559144656265432,1.8302086007033026e-33,0.0,0.0,0.0,0.0,1.0,0.015082270973001372,0.015518805535300828,1.829550711386897e-33,0.0,0.0,0.01187971,0.003002138,1.0,0.01187249,0.002989479,0.01171844,0.002949557,1.0106196661635058,0.0,0.0,0.01187971,0.003002138,1.0,0.0115457,0.00288289,0.01172169,0.00295059,0.9745954446161152
12,6,0.016462796,0.0568928688459899,180.0,10607.0,1590.629597,22,0.99801,0.041475,10585.89207,1647.2938468526477,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.015946049588516743,0.04043007284598991,0.002892868845989906,1.1100132117719506,0.054,0.009200731327442885,0.0094717549795805,0.0973229416919798,0.9020486851841731,1.8210572968953416e-33,0.00033007267311343955,32071398.00501399,4819028.433939248,1.7117678072344158e-35,112.74439695331368,1193500.0176450154,185723.15136830602,3.0651366667896878,0.47697262900254445,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0,0.0,0.0,0.0,1.0,0.015144139352062087,0.01559144656265432,1.8302086007033026e-33,0.0,0.0,0.0,0.0,1.0,0.015082270973001372,0.015518805535300828,1.829550711386897e-33,0.0,0.0,0.01256254,0.00321372,1.0,0.01187249,0.002989479,0.01240826,0.003167391,0.9391108262288116,0.0,0.0,0.01256254,0.003213721,1.0,0.0115457,0.00288289,0.01241209,0.003168635,0.905597083920323
12,6,0.016949096,0.0568928688459899,180.0,5692.5,1240.575488,22,0.99801,0.041475,5681.171925,1260.4165320697434,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.016432349588516745,0.0399437728459899,0.002892868845989906,1.1100132117719506,0.054,0.009090063318963665,0.009377335174180882,0.09683664169197981,0.9030719175124524,1.8172688634890235e-33,0.0003456421838315177,16436569.929118577,3589190.0526954047,1.7117678072344158e-35,112.97943352295647,641855.5858330241,142401.1457962089,1.6484080953786273,0.36571342012551755,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0,0.0,0.0,0.0,1.0,0.015144139352062087,0.01559144656265432,1.8302086007033026e-33,0.0,0.0,0.0,0.0,1.0,0.015082270973001372,0.015518805535300828,1.829550711386897e-33,0.0,0.0,0.0131512,0.003389096,1.0,0.01187249,0.002989479,0.01297706,0.003326083,0.8924440905992008,0.0,0.0,0.0131512,0.003389097,1.0,0.0115457,0.00288289,0.01298153,0.003327539,0.8605570191270749
12,6,0.017425246,0.0568928688459899,180.0,7084.0,1116.554024,22,0.99801,0.041475,7069.90284,1152.414707282946,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.016908499588516743,0.039467622845989904,0.002892868845989906,1.1100132117719506,0.054,0.008981705160959594,0.00928534435912011,0.09636049169197981,0.9040737930483563,1.813395343666354e-33,0.00036088672943795696,19590365.240114614,3093918.210123479,1.7117678072344158e-35,113.22076428231553,800459.802946513,130477.27392875607,2.0557341064341395,0.33509063308681447,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0,0.0,0.0,0.0,2.0,0.01711382305200735,0.017561130262599586,1.8186148650697906e-33,0.0,0.0,0.0,0.0,2.0,0.016874826332471934,0.017308732566903018,1.8185351824070094e-33,0.0,0.0,0.01381588,0.003649017,1.0,0.01533508,0.004156508,0.01362125,0.003575353,1.159208223897269,0.0,0.0,0.01381588,0.003649017,1.0,0.01448383,0.003856991,0.01362665,0.003577116,1.0751929060147132
12,6,0.017983646,0.0568928688459899,180.0,8127.5,1329.849714,22,0.99801,0.041475,8111.326274999999,1369.3418112734691,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.017466899588516743,0.0389092228459899,0.002892868845989906,1.1100132117719506,0.054,0.00885462924910519,0.009178040772558507,0.09580209169197981,0.9052487322466108,1.8086399329765936e-33,0.00037876461301800053,21415216.723571043,3511018.8974723457,1.7117678072344158e-35,113.51845274034093,920785.2084100731,155445.56368842017,2.364752796656221,0.39921398400254,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0,0.0,0.0,0.0,3.0,0.019608916720651966,0.0200562239312442,1.8022056252749626e-33,0.0,0.0,0.0,0.0,3.0,0.017381552138923548,0.017814663507866868,1.8152038385852904e-33,0.0,0.0,0.01464146,0.003966194,1.0,0.02207935,0.006160866,0.01441798,0.003884391,1.5917197249077624,0.0,0.0,0.01464146,0.003966194,1.0,0.01545911,0.004209863,0.01442466,0.003886493,1.07928660550939
12,6,0.018458046,0.0568928688459899,180.0,8892.5,1270.316,22,0.99801,0.041475,8874.803925,1320.34546916547,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.017941299588516743,0.038434822845989904,0.002892868845989906,1.1100132117719506,0.054,0.00874666934118304,0.009087368803321156,0.09532769169197981,0.906246925576933,1.8044143461737813e-33,0.00039395313015691845,22527562.914565522,3224535.8718028483,1.7117678072344158e-35,113.78429083722395,1009813.2709255366,150234.57286913475,2.5933939150098166,0.3858311613847301,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0,0.0,0.0,0.0,3.0,0.019608916720651966,0.0200562239312442,1.8022056252749626e-33,0.0,0.0,0.0,0.0,4.0,0.019583251846698978,0.02001264413845938,1.799616893370871e-33,0.0,0.0,0.01540755,0.004245785,1.0,0.02207935,0.006160866,0.01515257,0.004157454,1.483700491777684,0.0,0.0,0.01540755,0.004245786,1.0,0.02110793,0.005902913,0.01516056,0.004159864,1.4227987014212713
12,6,0.018994146,0.0568928688459899,180.0,11887.5,1308.923413,22,0.99801,0.041475,11863.843874999999,1396.2632331521725,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.018477399588516744,0.037898722845989906,0.002892868845989906,1.1100132117719506,0.054,0.0086246682732297,0.008985445855499015,0.0947915916919798,0.9073749429554863,1.799428044946919e-33,0.0004111170509793755,28857581.67105351,3183821.760449592,1.7117678072344158e-35,114.09959255245086,1353659.7522433896,159313.06599863057,3.476457544714295,0.40914647077644933,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0,0.0,0.0,0.0,3.0,0.019608916720651966,0.0200562239312442,1.8022056252749626e-33,0.0,0.0,0.0,0.0,4.0,0.019583251846698978,0.02001264413845938,1.799616893370871e-33,0.0,0.0,0.01636037,0.004571426,1.0,0.02207935,0.006160866,0.01606478,0.004475694,1.3743948539531967,0.0,0.0,0.01636037,0.004571427,1.0,0.02110793,0.005902913,0.0160745,0.004478471,1.317926042029301
